unique_vehicle_key,scenario_key,lead_time_days,duration_days,collection_date,pickup_date,dropoff_date,pickup_time,dropoff_time,supplier,car_name,category,pickup_location,dropoff_location,price_per_day_aed,total_price_aed,mileage,source_currency,supplier_rating,rating_text,number_of_reviews,condition_rating,location_rating,cleanliness_rating,efficiency_rating,value_for_money_rating,pickup_time_rating,dropoff_time_rating
785732096_Alamo_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Alamo,Ford Taurus,Full-size,Dubai International Airport,Dubai International Airport,107.68,107.68,Unlimited km,USD,6.9,Good,2180,7.7,6.8,7.8,6.4,7.2,5.4,7.3
769348191_Budget_Sharjah - Industrial Area,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Budget,Toyota Corolla,Compact,Sharjah - Industrial Area,Sharjah - Industrial Area,109.7,109.7,Unlimited km,USD,9.4,Superb,2,10.0,10.0,10.0,10.0,10.0,8.0,8.0
835180391_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Raize,Mini,Dubai International Airport T3,Dubai International Airport T3,133.73,133.73,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
709035456_Hertz_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Hertz,Toyota RAV4,Intermediate,Dubai International Airport,Dubai International Airport,142.86,142.86,Unlimited km,USD,6.3,Good,751,6.9,6.8,6.8,5.8,6.4,4.6,6.7
822314566_Keddy By Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Toyota Corolla Cross,Intermediate,Dubai - Emirates Tower,Dubai - Emirates Tower,196.14,196.14,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835178836_Europcar_Sharjah - Al Majaz,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Mazda 6,Standard,Sharjah - Al Majaz,Sharjah - Al Majaz,119.38,119.38,Unlimited km,USD,7.7,Very good,10,7.4,6.9,7.3,8.4,7.4,8.3,8.4
769346596_Budget_Dubai - Al Garhoud,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Budget,Geely Monjaro,Standard,Dubai - Al Garhoud,Dubai - Al Garhoud,113.49,113.49,Unlimited km,USD,5.2,,24,6.0,5.0,6.9,5.1,4.7,3.9,4.7
835424491_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Peugeot 2008,Economy,Dubai International Airport T3,Dubai International Airport T3,156.99,156.99,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
806167151_Hertz_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Hertz,Honda CR-V,Standard,Dubai International Airport,Dubai International Airport,141.83,141.83,Unlimited km,USD,6.3,Good,751,6.9,6.8,6.8,5.8,6.4,4.6,6.7
755485736_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,Mercedes CLA,Premium,Dubai International Airport,Dubai International Airport,170.75,170.75,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
744143146_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Hyundai Creta,Compact,Sharjah - Al Khaledia,Sharjah - Al Khaledia,112.98,112.98,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
701271703_Thrifty_Dubai - Golden Sands Apartments,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Suzuki Baleno,Economy,Dubai - Golden Sands Apartments,Dubai - Golden Sands Apartments,94.39,94.39,Unlimited km,USD,9.0,Superb,13,8.2,9.6,7.3,10.0,8.9,9.3,9.4
822348701_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,Mercedes A-Class,Standard,Dubai International Airport,Dubai International Airport,135.9,135.9,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
752584176_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,Mercedes GLA,Standard,Dubai International Airport,Dubai International Airport,156.92,156.92,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
744143776_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Mazda 6,Standard,Sharjah - Al Khaledia,Sharjah - Al Khaledia,123.32,123.32,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
835178601_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Hyundai Sonata,Full-size,Dubai International Airport,Dubai International Airport,159.23,159.23,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
835424591_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volkswagen T-Roc,Intermediate,Dubai International Airport,Dubai International Airport,182.42,182.42,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
835424586_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volkswagen T-Roc,Intermediate,Dubai International Airport,Dubai International Airport,188.78,188.78,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
822313926_Keddy By Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Nissan Kicks,Economy,Dubai - Emirates Tower,Dubai - Emirates Tower,185.95,185.95,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835178596_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Hyundai Sonata,Full-size,Dubai International Airport,Dubai International Airport,164.42,164.42,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
835178811_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Mazda 6,Standard,Dubai International Airport,Dubai International Airport,141.42,141.42,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
835179236_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Corolla Cross,Intermediate,Dubai International Airport T3,Dubai International Airport T3,174.58,174.58,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
805802371_Avis_Dubai - Marwan Building,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Kia Picanto,Mini,Dubai - Marwan Building,Dubai - Marwan Building,84.97,84.97,Unlimited km,USD,7.0,Very good,62,7.0,8.0,7.0,5.5,5.5,6.5,9.5
721685421_Thrifty_Sharjah - Golden Sands Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Hyundai Creta,Compact,Sharjah - Golden Sands Hotel,Sharjah - Golden Sands Hotel,112.98,112.98,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721685431_Thrifty_Sharjah - Golden Sands Hotel,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Mazda 6,Standard,Sharjah - Golden Sands Hotel,Sharjah - Golden Sands Hotel,123.32,123.32,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701268408_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Toyota Corolla,Compact,Dubai International Airport,Dubai International Airport,109.88,109.88,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
744141656_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Toyota Corolla,Compact,Dubai International Airport,Dubai International Airport,109.88,109.88,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
735429716_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Suzuki Baleno,Economy,Dubai International Airport,Dubai International Airport,94.39,94.39,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
744143021_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Suzuki Baleno,Economy,Dubai International Airport,Dubai International Airport,94.39,94.39,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
822259201_Keddy By Europcar_Sharjah - Al Zahra'a Street,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Nissan X-Trail,Standard,Sharjah - Al Zahra'a Street,Sharjah - Al Zahra'a Street,197.51,197.51,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752585741_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,GAC GS3,Compact,Dubai International Airport,Dubai International Airport,112.13,112.13,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
822314771_Keddy By Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Toyota Raize,Mini,Dubai International Airport,Dubai International Airport,182.31,182.31,350 kilometres per rental,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
701268923_Thrifty_Dubai - Golden Sands Apartments,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Toyota Yaris Sedan,Economy,Dubai - Golden Sands Apartments,Dubai - Golden Sands Apartments,100.57,100.57,Unlimited km,USD,9.0,Superb,13,8.2,9.6,7.3,10.0,8.9,9.3,9.4
839927171_Green Motion_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Green Motion,Kia Sportage,Standard,Dubai International Airport,Dubai International Airport,147.79,147.79,Unlimited km,USD,6.2,Good,82,7.0,5.4,7.3,6.5,6.4,4.5,6.5
701269968_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Mazda 3,Intermediate,Dubai International Airport,Dubai International Airport,118.13,118.13,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
744142661_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Mazda 3,Intermediate,Dubai International Airport,Dubai International Airport,118.13,118.13,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835180621_Europcar_Sharjah - Al Majaz,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Ford Everest 4x4,Full-size,Sharjah - Al Majaz,Sharjah - Al Majaz,200.01,200.01,Unlimited km,USD,7.7,Very good,10,7.4,6.9,7.3,8.4,7.4,8.3,8.4
804381471_Dollar_Dubai - Business Bay,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Mazda CX-30,Intermediate,Dubai - Business Bay,Dubai - Business Bay,132.59,132.59,Unlimited km,USD,5.8,,15,6.3,5.6,6.4,5.7,5.7,5.3,5.9
822258176_Keddy By Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Volkswagen T-roc,Intermediate,Dubai - Emirates Tower,Dubai - Emirates Tower,213.37,213.37,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701269953_Thrifty_Dubai - Golden Sands Apartments,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Mazda 3,Intermediate,Dubai - Golden Sands Apartments,Dubai - Golden Sands Apartments,118.13,118.13,Unlimited km,USD,9.0,Superb,13,8.2,9.6,7.3,10.0,8.9,9.3,9.4
736080701_Green Motion_Dubai - Al Rais Shopping Centre,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Green Motion,Mazda 6,Standard,Dubai - Al Rais Shopping Centre,Dubai - Al Rais Shopping Centre,127.44,127.44,Unlimited km,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835178806_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Mazda 6,Standard,Dubai International Airport,Dubai International Airport,145.62,145.62,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
835178606_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Hyundai Sonata,Full-size,Dubai International Airport T3,Dubai International Airport T3,164.42,164.42,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
758904801_Dollar_Dubai - Business Bay,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Mazda CX-5,Intermediate,Dubai - Business Bay,Dubai - Business Bay,137.74,137.74,Unlimited km,USD,5.8,,15,6.3,5.6,6.4,5.7,5.7,5.3,5.9
835424596_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volkswagen T-Roc,Intermediate,Dubai International Airport T3,Dubai International Airport T3,188.78,188.78,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
837924886_Avis_Dubai - Marwan Building,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Hyundai Creta,Economy,Dubai - Marwan Building,Dubai - Marwan Building,173.99,173.99,Unlimited km,USD,7.0,Very good,62,7.0,8.0,7.0,5.5,5.5,6.5,9.5
822314151_Keddy By Europcar_Sharjah - Al Zahra'a Street,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Kia K5,Full-size,Sharjah - Al Zahra'a Street,Sharjah - Al Zahra'a Street,194.52,194.52,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835180316_Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Raize,Mini,Dubai - Emirates Tower,Dubai - Emirates Tower,115.59,115.59,Unlimited km,USD,6.2,Good,49,6.6,4.5,7.0,6.1,6.1,5.0,8.0
771108281_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,GAC M8,Standard,Dubai International Airport,Dubai International Airport,193.02,193.02,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
769347641_Budget_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Budget,Toyota Fortuner,Full-size,Dubai International Airport,Dubai International Airport,200.49,200.49,Unlimited km,USD,7.5,Very good,1685,7.8,7.0,8.4,7.7,7.6,6.2,7.6
666432923_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,Mercedes C-Class,Premium,Dubai International Airport,Dubai International Airport,183.52,183.52,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
729206956_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Toyota Yaris Sedan,Economy,Dubai International Airport,Dubai International Airport,100.57,100.57,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
740467851_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Toyota Yaris Sedan,Economy,Dubai International Airport,Dubai International Airport,100.57,100.57,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
753533026_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,GAC Emkoo,Compact,Dubai International Airport,Dubai International Airport,121.84,121.84,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
839927126_Green Motion_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Green Motion,Hyundai Creta,Economy,Dubai International Airport,Dubai International Airport,121.4,121.4,Unlimited km,USD,6.2,Good,82,7.0,5.4,7.3,6.5,6.4,4.5,6.5
822259041_Keddy By Europcar_Sharjah - Al Zahra'a Street,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Mazda 6,Standard,Sharjah - Al Zahra'a Street,Sharjah - Al Zahra'a Street,179.03,179.03,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179781_Europcar_Sharjah - Al Majaz,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Ford Explorer,Premium,Sharjah - Al Majaz,Sharjah - Al Majaz,209.61,209.61,Unlimited km,USD,7.7,Very good,10,7.4,6.9,7.3,8.4,7.4,8.3,8.4
835180201_Europcar_Sharjah - Al Majaz,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Ford Taurus,Full-size,Sharjah - Al Majaz,Sharjah - Al Majaz,179.22,179.22,Unlimited km,USD,7.7,Very good,10,7.4,6.9,7.3,8.4,7.4,8.3,8.4
835179466_Europcar_Sharjah - Al Majaz,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volvo S90,Premium,Sharjah - Al Majaz,Sharjah - Al Majaz,212.85,212.85,Unlimited km,USD,7.7,Very good,10,7.4,6.9,7.3,8.4,7.4,8.3,8.4
709037166_Hertz_Dubai - Um Ramool,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Hertz,Honda HR-V,Intermediate,Dubai - Um Ramool,Dubai - Um Ramool,126.52,126.52,Unlimited km,USD,2.0,,9,2.0,2.0,2.0,2.0,2.0,2.0,2.0
805802771_Avis_Dubai - Marwan Building,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Mazda 6,Standard,Dubai - Marwan Building,Dubai - Marwan Building,129.06,129.06,Unlimited km,USD,7.0,Very good,62,7.0,8.0,7.0,5.5,5.5,6.5,9.5
835178816_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Mazda 6,Standard,Dubai International Airport T3,Dubai International Airport T3,145.62,145.62,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
835672776_Sixt_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Sixt,Mercedes GLB,Standard,Dubai International Airport,Dubai International Airport,189.19,189.19,Unlimited km,USD,7.0,Very good,563,7.8,7.0,8.5,6.4,6.2,5.5,7.6
835179756_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Ford Explorer,Premium,Dubai International Airport,Dubai International Airport,231.69,231.69,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
835424416_Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Peugeot 2008,Economy,Dubai - Emirates Tower,Dubai - Emirates Tower,135.79,135.79,Unlimited km,USD,6.2,Good,49,6.6,4.5,7.0,6.1,6.1,5.0,8.0
760962616_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Suzuki Jimny,Compact,Dubai International Airport,Dubai International Airport,163.58,163.58,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
835179546_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Fortuner,Full-size,Dubai International Airport,Dubai International Airport,209.21,209.21,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
835424171_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Corolla,Intermediate,Dubai International Airport,Dubai International Airport,141.05,141.05,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
763903866_Green Motion_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Green Motion,Nissan Sunny,Compact,Dubai International Airport,Dubai International Airport,89.76,89.76,Unlimited km,USD,6.2,Good,82,7.0,5.4,7.3,6.5,6.4,4.5,6.5
835179761_Europcar_Dubai International Airport T3,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Ford Explorer,Premium,Dubai International Airport T3,Dubai International Airport T3,240.71,240.71,Unlimited km,USD,7.5,Very good,46,7.4,7.6,8.2,7.3,6.9,7.3,7.6
822259136_Keddy By Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Nissan X-Trail,Standard,Dubai - Emirates Tower,Dubai - Emirates Tower,218.26,218.26,350 kilometres per rental,USD,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835179751_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Ford Explorer,Premium,Dubai International Airport,Dubai International Airport,240.71,240.71,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
760962601_Thrifty_Dubai - Golden Sands Apartments,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Suzuki Jimny,Compact,Dubai - Golden Sands Apartments,Dubai - Golden Sands Apartments,163.58,163.58,Unlimited km,USD,9.0,Superb,13,8.2,9.6,7.3,10.0,8.9,9.3,9.4
821176261_Avis_Dubai - Business Bay,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Avis,Kia Picanto,Mini,Dubai - Business Bay,Dubai - Business Bay,84.97,84.97,Unlimited km,USD,5.3,,2,1.5,5.0,4.5,7.0,2.0,8.0,9.0
729206966_Thrifty_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Thrifty,Dodge Charger,Premium,Dubai International Airport,Dubai International Airport,236.66,236.66,Unlimited km,USD,8.0,Excellent,1232,8.2,8.2,8.4,7.9,7.7,7.4,8.0
744142451_Dollar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Dodge Charger,Premium,Dubai International Airport,Dubai International Airport,236.66,236.66,Unlimited km,USD,8.0,Excellent,1590,8.3,8.0,8.4,7.9,7.8,7.4,8.0
835179441_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Volvo S90,Premium,Dubai International Airport,Dubai International Airport,234.89,234.89,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
835179541_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Fortuner,Full-size,Dubai International Airport,Dubai International Airport,217.08,217.08,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
822314611_Keddy By Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Keddy By Europcar,Toyota Corolla Cross,Intermediate,Dubai International Airport,Dubai International Airport,213.7,213.7,350 kilometres per rental,USD,8.9,Excellent,9,9.2,9.2,9.2,9.0,7.8,8.7,9.5
835178846_Europcar_Dubai - Emirates Tower,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Kia Sportage,Standard,Dubai - Emirates Tower,Dubai - Emirates Tower,158.46,158.46,Unlimited km,USD,6.2,Good,49,6.6,4.5,7.0,6.1,6.1,5.0,8.0
835424166_Europcar_Dubai International Airport,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Europcar,Toyota Corolla,Intermediate,Dubai International Airport,Dubai International Airport,144.4,144.4,Unlimited km,USD,8.0,Excellent,1875,8.1,8.0,8.7,7.9,7.7,7.1,8.2
744142621_Dollar_Sharjah - Al Khaledia,lead_7_duration_1,7,1,2026-04-10,2026-04-17,2026-04-18,10:00,10:00,Dollar,Mazda 3,Intermediate,Sharjah - Al Khaledia,Sharjah - Al Khaledia,118.13,118.13,Unlimited km,USD,7.7,Very good,5,10.0,4.0,10.0,10.0,6.0,4.0,10.0
